,N,Bx,By,Bz,Ex,Ey,Ez
546,100000,-7.331126622262972e-13,1.9490344788409817e-12,1.3777593454108268e-10,-38004.04208013859,34672.83127635776,-207950.77394068573
547,100000,-1.9800526077755952e-13,2.9846918900121874e-13,1.3208024560357702e-10,122.99388478646343,-2071.341503899584,-184680.99963827486
548,100000,5.142707239988203e-13,-1.3105228231684688e-12,1.4347703052049827e-10,12630.488600706552,-24476.407859998668,-208633.59488420867
549,100000,-7.026351209421057e-13,-5.615290115934097e-14,1.353975953475322e-10,-8257.002801428696,9902.79910321888,-188450.6426059994
550,100000,3.6475512029341084e-13,-1.7101926148227348e-12,1.3966596865964675e-10,12070.370492431493,-2769.2574708572497,-212487.9566789147
551,100000,-2.0389052408100032e-13,6.101026040635769e-14,1.3846096827503768e-10,-16999.935367115097,-22691.82285777053,-205366.21529348608
552,100000,-1.4579280257914128e-12,-1.1471988562682325e-13,1.3885011144544184e-10,-11627.611262419312,6308.387495771096,-201917.80205502853
553,100000,-1.944323690135871e-12,3.062110002949799e-13,1.4180660195264193e-10,-39475.621713234556,6004.670803549969,-198255.4126768848
554,100000,-1.0239427589200725e-12,-1.0015228791591271e-12,1.3629903253554782e-10,-20277.412695971645,-10305.075958115267,-195196.87062458546
555,100000,7.204794470201112e-13,1.9946012510306803e-12,1.415681222857066e-10,23362.242153300867,33701.81248270249,-215913.0499257724
556,100000,1.2572264992960975e-12,1.092165496417814e-12,1.3760925084483086e-10,15510.438561323435,14252.879926900398,-191938.09260256484
557,100000,-3.32886459859599e-13,9.821636177267113e-14,1.422700118961962e-10,28284.385418294485,1492.4118069559074,-200282.0519872135
558,100000,2.8847266576400134e-13,1.5827668370110492e-13,1.3609368755801869e-10,8023.258332059087,7728.991405532706,-190441.97345963397
559,100000,5.570365806296656e-13,5.665700617582495e-13,1.3585887904320136e-10,20879.677510757054,-1251.6699736162313,-213927.4702737264
560,100000,-1.649886250862132e-14,2.8074011079891876e-13,1.4076301685867132e-10,-4087.411427685392,14566.15210123871,-201119.24621347306
561,100000,-4.706483570878928e-13,1.9860060010407003e-12,1.3738190286357524e-10,-17729.86548877315,25502.086337970697,-190334.55814961353
562,100000,1.6820553479891125e-13,1.6045485682257927e-12,1.3198313305544539e-10,10061.452360896752,38587.73617672719,-171416.5246524554
563,100000,1.4545782877752507e-12,-1.5711826828812671e-12,1.3519676179652038e-10,40247.61394100745,-3443.019469695609,-190334.49364522292
564,100000,1.6430426053705973e-12,3.032941947047791e-14,1.3114487473402245e-10,28286.387236122635,-27721.008799073563,-178053.2337111514
565,100000,1.178244577940591e-12,2.413065839481453e-13,1.3859093018141424e-10,26016.273113087496,10556.213821490739,-198965.25471283114
566,100000,-1.5481576551753116e-12,1.3016900775041378e-12,1.4017471903291505e-10,-15352.67918253776,13577.856637750387,-212369.95435251336
567,100000,1.2719326850496042e-12,7.937018708113261e-14,1.39962755574811e-10,10660.036410956724,23707.549035580974,-193130.38762000907
568,100000,2.1994787037738378e-12,1.2279494401281325e-12,1.392537543932074e-10,32135.824837497974,12621.51139215815,-195892.4235513994
569,100000,3.838148263008857e-13,-1.0848433453495795e-12,1.3689344366018263e-10,22008.05286827643,-16063.160305841568,-181672.59223261688
570,100000,1.0935396575828608e-13,-1.1180344246846168e-12,1.3996929138951296e-10,608.3163471511185,-14093.466969694176,-206130.53394607393
571,100000,-1.3817157392367733e-13,1.2520199336127503e-12,1.3503228929817519e-10,-5303.639921349328,-3349.4803351722794,-197677.80682516136
572,100000,-4.925575390398774e-13,-4.957498107321512e-13,1.4107200628180112e-10,-7948.612433137182,-43941.762661529225,-198517.83430369798
573,100000,-3.984380731098e-13,2.836704015168068e-13,1.3644439584034354e-10,-12561.72805171057,-2611.096043486335,-198420.53795929742
574,100000,9.283138669008286e-13,-5.813752268712868e-13,1.3405912602721158e-10,16674.488826385532,5415.334278155811,-171698.22840340555
575,100000,5.72652960472264e-13,1.3879391998906399e-12,1.3445704405811116e-10,9611.336432067692,14102.074350782661,-179463.03467239422
576,100000,-8.681309115923495e-14,3.976582758157726e-13,1.3445577541011777e-10,-4680.929629123323,-3969.255037753291,-195651.0919616775
577,100000,4.674443018803642e-14,1.796888341335437e-13,1.3880353597591785e-10,4410.859717019079,-4276.518537250865,-221365.82025950935
578,100000,1.025899059028037e-12,-3.3083159505300685e-13,1.31244564317875e-10,-20513.811570090977,3618.3557044497416,-165261.50679412662
579,100000,-1.2861641025849243e-12,-1.5821501720902657e-13,1.3632383049945235e-10,-3310.3107612443714,-5985.986062182306,-205214.57466751916
